texts_good	texts_bad	field	error_type
Sport is not just about always being first; it teaches to strive some strict moral codex and being honest with yourself.	Sport is not just about always being first; it teaches to strive some strict moral codex and being honour with yourself.	semantics	Word_choice
Sport is the meaning of their lives.	Sport is the sense of their lives.	semantics	Word_choice
sportsmen motivate a lot of people to go to gym or join clubs to be healthier and stronger, to be the best, and not to do it only for money, but for themselves.	sportsmen motivate a lot of people to go to gym or sections to be healthier and stronger, to be the best, and not to do it only for money, but for themselves.	semantics	Word_choice
sportsmen motivate a lot of people to go to gym or sections to be healthier and stronger, to be the best, and not to do it only for (the sake of) making money, but for themselves.	sportsmen motivate a lot of people to go to gym or sections to be healthier and stronger, to be the best, and not to do it only for money, but for themselves.	semantics	Word_choice
Still, there are huge problems every man has to deal with on that issue.	Still, there are huge problems every man has to deal on that issue.	semantics	Verb_pattern
Students have to do various tasks all the time, so they do not have enough leisure  time that they are trying to compensate it by means of misbehaviour.	Students have to do various tasks all the time, so they have not enough leisure  time that they are trying to compensate it by means of misbehaviour.	semantics	Word_choice
Students will also gain more respect towards work and money as they realize that it is not  that easy to earn it and hopefully will learn to spend it in a more practical way.	Students will also demanding more respect towards work and money as they realize that it is not  that easy to earn it and hopefully will learn to spend it in a more practical way.	semantics	Word_choice
The subway лучше underground in Tokyo with opened in 1976 with 126 kilometres of route and 144 mill every year.	The subway лучше underground in Tokyo was opened in 1976 was 126 kilometres of route and 144 mill every year.	semantics	Word_choice
Such behavior of athletes is a bad example for others, especially for children, who like watching sport programm on TV and do professional sport.	Such behavior of athletes is a bad example for others, especially for children, who like see sport programm on TV and do professional sport.	semantics	Word_choice
Such companies pay money for land, labor force, assuarance and, in many case, bring there their own experts so to educate the labor forces and to introduce modern technologies into the plants and factories.	Such companies pay money for land, worker, assuarance and, in many case, bring there their own experts so to educate the workers and to introduce modern technologies into the plants and factories.	semantics	Word_choice
Such films as British and American films are of great quality.	Such films as British and American films have great quality.	semantics	Word_choice
Such installations/facilities/settings are also often vandalized by teenagers, that makes their building pointless from the very beginning.	Such installments are also often vandalized by teenagers, that makes their building pointless from the very beginning.	semantics	Word_choice
Such negative financial environment has a detrimental effect on the development of children and teenagers.	Such negative financial environment destructively influences the development of children and teenagers.	semantics	Word_choice
Such people prefer to buy films and songs because of good quality of the media.	Such people prefer to buy films and songs because of good quality of information.	semantics	Word_choice
Such people aim to have opportunities to participate in as many activities as possible and are usually dissatisfied when they do not get the chance to fulfill their needs.	Such people aim for opportunities to participate in as many activities as possible and are usually dissatisfied when they do not get the chance to fulfill their needs.	semantics	Word_choice
Such personality characteristics as trusting other people can be ruined completely after being cheated by somebody close to you.	Such personality characteristics as trusting other people can be ruined at all after being cheated by somebody close to you.	semantics	Word_choice
Such propaganda affects young people more and makes them think of criminal actions as of something worth doing.	Such propaganda works better on the young people and makes them think of criminal actions as of something worth doing.	semantics	Word_choice
Such regions as the Middle East and Latin America experienced worse situations.	Such regions as the Middle East and Latin America experienced their situations.	semantics	Word_choice
Such situation continued till 2012 when developed countries have overcome this distance and their investment took a quarter less than developing countries had.	Such situation was kept till 2012 when developed countries have overcome this distance and their investment took a quarter less than developing countries had.	semantics	Word_choice
Such situation was kept till 2012 and after that developed countries have overcome this distance and their investment took a quarter less than developing countries had.	Such situation was kept till 2012 when developed countries have overcome this distance and their investment took a quarter less than developing countries had.	semantics	Word_choice
Such type of airplane will work on natural products, may be it will sun energy or water energy or it will work on electricity.	Such type of airplane will work on natural products, may be it will sun energy or water energy or it will work electrities.	semantics	Verb_pattern
Suggested chart  gives us information about the proportion of the population aged 65 , and over between 1940 , and 2040 in the USA, Japan , and Sweden.	Suggested chart  gives to us information about the proportion of the population aged 65 , and over between 1940 , and 2040 in the USA, Japan , and Sweden.	semantics	Verb_pattern
Summarising,	Suming up.	semantics	Word_choice
Summarising all of the ideas, I have to highlight that both strategies have their pros and cons, each person is up to decide for himself or herself.	Summarising all of the ideas, I have highlight that both strategies have their pros and cons, each person is up to decide for himself or herself.	semantics	Verb_pattern
Summarising all the information above, it can be pointed out that no matter what age, man do sport and activities more than women.	Summarising all the information above, it can be pointed that no matter what age, man do sport and activities more than women.	semantics	Verb_pattern
All in all, I should say that I see two main problems that lead to bad students` behaviour in schools: old-fashioned way of teaching and parents' poor attitude to the process of upbringing.	Summarising my points I should say that I see two main problems that lead to bad students` behaviour in schools: old-fashioned way of teaching and parents' poor attitude to the process of upbringing.	semantics	Word_choice
Summarizing the information, the percentage numbers of people getting their qualifications depend on gender and each gender has its own percentage	Summarizing the information, the results of qualifications depend on gender and each gender has its own percentage	semantics	Word_choice
Summing it up, all the data presented predicts better future by the year 2050 for Yemen where the most hard-working part of population (aged 15-59 years) will account for almost 60%.	Summing it up, all the data presented predicts better future by the year 2050 for Yemen where the most hard-working part of population (aged 15-59 years) will take almost 60%.	semantics	Word_choice
Summing up, I  absolutely do not agree that our ? mostly depends on our characteristics from birth.	Summing up, I  absolutely do not agree that our picture mostly depends on our characteristics from birth.	semantics	Word_choice
Summing up, it can be said that even countries of the third world try to develop together with the rest of the world.	Summing up, it can be said that even countries of the third world try develop together with the rest of the world.	semantics	Verb_pattern
Supporters claim that such approach can destroy the real competition among students, which is based on knowledge, not on a man or a woman you are or not.	Supporters claim that such approach can destroy the real competition among students, which is based on knowledge, not on female / male you are or not.	semantics	Word_choice
Supporters of tour  consider that only 20% of our personality depends on our parents  and a child can inherit only some of air characteristics.	Supporters of tour  consider that only 20% of person's personality depends on our parents  and a child can inherit only some of air characteristics.	semantics	Word_choice
The graph for Sweden is almost equal to that of the USA, the only big discrepancy is 20% in 2020 in Sweden versus below 15% in the US.	Sweden chart is almost equal to that of the USA, the only big discrepancy is 20% in 2020 in Sweden versus below 15% in the US.	semantics	Word_choice
Sweden's number of old people was about 7 percent in 1940 asd then the numbers shared the same tendencies as the USA's, while remaining behind up until the middle of 1980 - 2000, when the number rises suddenly asd leaves the USA behind.	Sweden's number of old people was about 7 percent in 1940 and then the numbers shared the same tendencies an the USA's, while remaining behind up until the middle of 1980 - 2000, when the number rises suddenly and leaves the USA behind.	semantics	Word_choice
To begin with, a human being as a fully-functioning social creature tends to cooperate with people outside the family.	To begin with, a human being as a high-functioning social creature tends to cooperate with people outside the family.	semantics	Word_choice
Take, for instance, morning jogging or attending fitness clubs.	Take, for instance, morning jogging or visiting fitness clubs.	semantics	Word_choice
Given that all the people on the Earth have different goals, responsibilities, education, values and tastes, use of social networks can not be the same for everyone.	Given that all the people on the Earth have different goals, responsibilities, education, values and tastes, use of social networks can not coincide completely.	semantics	Word_choice
Taking a day off can offer you a number of various leisure activities which can boost your inner self, motivation and state of mental health.	Taking a day off can offer you a number of various leisure activities which can boost your inner world, motivation and state of mental health.	semantics	Word_choice
Taking all the mentioned into consideration, Americans spend the highest amount of money on both printed editions and eBooks, though the distribution between will be different in 4 years, while in the UK these numbers will be quite steady.	Taking all the mentioned into consideration, Americans spend the most amount of money on both printed editions and eBooks, though the distribution between will be different in 4 years, while in the UK these numbers will be quite steady.	semantics	Word_choice
Paying attention to such problems, governments can try to solve them.	Taking care of such problems, governments can try to solve them.	semantics	Word_choice
Taking everything into account, I would like to note that I think such a system of acceptance students has a lot of disadvantages ().	Taking everything into account, I would like to note that for me such a system of acceptance students has a lot of disadvantages ().	semantics	Word_choice
Taking everything into consideration, it can be concluded that the best way to address this issue of pirates copies is to find the middle ground between punishments and common wishes to enjoy music and films.	Taking everything into consideration, it can be concluded that the best way to address this issue of pirates copies is to find golden middle between punishments and common wishes to enjoy music and films.	semantics	Word_choice
Taking everything mentioned above into account, I want to point out that the problem with illegal pirate copies needs to have another solution, because punishment only will provoke to find new ways of free download favourite film or music.	Taking everything mentioned above into account, I want point that the problem with illegal pirate copies needs to have another solution, because punishment only will provoke to find new ways of free download favourite film or music.	semantics	Verb_pattern
Takg to consideration of different opions, I thk that there is many factors which affect  any child's life but the most powerful and fluent category is family.	Takg to consideration of different opions, I thk that there is many factors which affect  any child's life but the most powerful and fluent category is family.	semantics	Verb_pattern
Using pirate copies is a theft, and it should not be left unpunished.	Using pirate copies is a theft, and it should not be left this way.	semantics	Word_choice
Talking about industry, all, in all, Australia experienced a dramaticall,y growth.	Talking about industry, all, in all, Australia had a dramaticall,y growth.	semantics	Word_choice
Talking about female workers, a significant rise and the mojority of female workers had Australia, which had 88 per cent.	Talking about female workers, a significant rise and the mojority of female workers had Australia, which took 88 per cent.	semantics	Word_choice
Talking about Linkedln the difference is not that dramatic.	Talking of Linkedln the difference is not that dramatic.	semantics	Verb_pattern
Teachers should also make the marks of students available for their parents to make their mothers and fathers understand if everything is fine with their child.	Teachers should also make the marks of students available for their parents to make their mother and father understanding if everything is fine with their child.	semantics	Verb_pattern
Technological progress allows us to buy more and more safe things, which have no bad influence on people.	Technological progress allows us buy more and more safe things, which have no bad influence on people.	semantics	Verb_pattern
The  least frequently delivered goods here were non-metallic minerals.	The  most unpopular goods here were non-metallic minerals.	semantics	Word_choice
Then there is a slight increase of about 8 minutes for men and gradual decrease for women.	Then there is a slight increase for about 8 minutes for men and gradual decrease for women.	semantics	Verb_pattern
Then, it will be discussed,why transnational corporations have a bad influence on national economics of developing countries.	Then, it will be discussed,why transnational corporations have bad influense for national economics of developing countries.	semantics	Verb_pattern
Thank you for reading and forgive me, please!	Thank you for reading and sorry me, please!	semantics	Verb_pattern
Let's thank these people tho make these unusual idea and thoughts.	Thanks for these people tho make these unusual idea and thoughts.	semantics	Word_choice
As for the  USA Greece and Turkey they are placed in the end of the list because the number of people who wanted go to these countries was from 2 to 4 million.	As for the  USA Greece and Turkey they are based in the end of the list because the number of people who wanted go to these countries was from 2 to 4 million.	semantics	Word_choice
As for the  USA Greece and Turkey they are based in the end of the list because the number of people who wanted to to these countries was from 2 to 4 million.	As for the  USA Greece and Turkey they are based in the end of the list because the number of people who wanted go to these countries was from 2 to 4 million.	semantics	Verb_pattern
That helps them to avoid taxes of Russian Federation then they import their product.	That helps them avoid taxes of Russian Federation then they import their product.	semantics	Verb_pattern
People confident that creative artists have their own groups where they can express theirs ideas and points of view in the narrow circle.	That humans confident that creative artists have their own groups where they can express theirs ideas and points of view in the narrow circle.	semantics	Word_choice
That is about freedom as a phenomenon government is unable to take from any person.	That is about freedom as a thing government is unable to take from any person.	semantics	Word_choice
That is about freedom as a thing government is unable to take away from any person.	That is about freedom as a thing government is unable to take from any person.	semantics	Verb_pattern
That is a right way to solve ecological problems and it will be better for everyone.	That is a right way to solve ecological problems and it will better for everyone.	semantics	Verb_pattern
That is an issue for producers, who lose money, but at the same time it is a very good advantage for people, who cannot afford to buy a CD.	That is an issue for producers, who lose money, but at the same time it is a very good advantage for people, who cannot afford themselves to buy a CD.	semantics	Verb_pattern
That is why a lot of people think that downloading music or films without paying money for those products should be punished.	That is why a lot of people think that downloading of music or films without paying money for those products should be punished.	semantics	Verb_pattern
That is why a young peritn started to teach himself as he can; and the most common way to do it is the Internet.	That is why a young person started to teach himself as he can; and the most common way to do so is the Internet.	semantics	Word_choice
That does why some people behave badly thinking such a way will help them to look older or cleverer even though thdoes does not always work.	That is why some people behave badly thinking such a way will help them to look older or cleverer even though this is not always work.	semantics	Word_choice
That is why some people say that the number of air travel should be reduced by governments and that they should introduce some laws to protect the environment from them.	That is why some people say that the member of air travel should be reduced by governments and that they should introduce some laws to protect the environment from them.	semantics	Word_choice
That is why some people think that goverment should limit the amount of air travel.	That is why some people think that goverment should decline the number of air travel.	semantics	Word_choice
That is why strongly believe that equal number of male and female students does not seem so vital for having an opportunity of getting an education.	That is why strongly believe that equal number of male and female students does not seem so vital for realising an opportunity of getting an education.	semantics	Word_choice
That is why the government and all the people should think and maybe invent something new and unusual to make every person start taking care of his or her health.	That is why the government and all the people should think and maybe invent something new and unusual to make every person starting taking care of his or her health.	semantics	Verb_pattern
That is why young people try to compensate for their dissatisfaction by committing crimes.	That is why young people try to solve it and being dissatisfied committing crimes.	semantics	Word_choice
That is why some students start talking to each other others make funny jokes and laugh and even begin fighting.	That is why some students start talking to each other others make funny jokes and loud and even begin fighting.	semantics	Word_choice
That is why, we should respect both sides but take them partially.	That is why, we should respect both sides but follow them partially.	semantics	Word_choice
That leads some of them to breaking the law and download illegal copies of different art and commercial pieces.	That leads some of them to break the law and download illegal copies of different art and commercial pieces.	semantics	Verb_pattern
That leads some of them to break the law and downloading illegal copies of different art and commercial pieces.	That leads some of them to break the law and download illegal copies of different art and commercial pieces.	semantics	Verb_pattern
That leads to unnecessary waste of time on the way to sport facilities that could even discourage people from visiting them.	That leads to unnecessary waste of time on the way to sport facilities that could even prevent people from visiting them.	semantics	Word_choice
That means in the news people can seeing some interesting information about the movie, so they won't be interested in seeing it.	That means in the news people can seeing some interesting information about the movie, so they won't be interested to seeing it.	semantics	Verb_pattern
That means, first of all, that funding of scientific researches does not depend on current economic sutiation in the region and, what is more, helps to continue developing science when the government cannot afford to invest in it.	That means, first of all, that funding of scientific researcher does not depend on current economic sutiation in the region and, what is more, helps to continue developing science when the government cannot afford to invest in it.	semantics	Word_choice
That point of view is makes sense, and I mostly agree after this meaning, but only after some remarks.	That point of view is sane, and I mostly agree after this meaning, but only after some remarks.	semantics	Word_choice
That process will do direct harm to proportito between rich and poor citizens, because the middle class cant increase their income by doing business.	That process will do direct harm to proportito between rich and poor citizens, because the middle class cant increase their income doing business.	semantics	Verb_pattern
That why I totally disagree with making just purposely-clear buildings.	That why I totally disagree about making just purposely-clear buildings.	semantics	Verb_pattern
That is why I see no reasons to give some additional bonuses for gender for entering university.	That is why I see no reasons to give some additional bonuses for gender for entering into university.	semantics	Verb_pattern
That's why if we allow creative artists to behave abnormally we allow it to everybody.	That's why if we allow creative artists behave abnormally we allow it to everybody.	semantics	Verb_pattern
That's why people should try to communicate with teenagers and to help them with the foundation of their' personality.	That's why people should try to communicate with teenagers and to help them with the foundation of teenagers' personality.	semantics	Word_choice
That's why some people assume that providing more sports facilities would be helpful for solving this problem.	That's why some people assume providing more sports facilities would be helpful for solving this problem.	semantics	Verb_pattern
That's why studying foreign languages is on the most necessary subjects.	That's why studying of foreign languages is on the most necessary subjects.	semantics	Verb_pattern
The Australians, irrespective of their sex, found agriculture the least appealing,  according to the share of employees made up no more than 3%.	The Australians, irrespective of their sex, found agriculture the least appealing,  illustrated by the share of employees made up no more than 3%.	semantics	Word_choice
The Bachelor's degree was received by about about 50% of men and women.	The Bachelor's degree had about 50% of men and women.	semantics	Word_choice
The bar chart demonstrate how much time men and women spend on go in for sport at different ages.	The bar chart demonstrate how much time men and women spend to go in for sport at different ages.	semantics	Verb_pattern
The Internet is of special importance to musicians and film-makers.	The Internet has a special power on musicians and film-makers.	semantics	Word_choice
The UK markets  printed and eBooks were 2 billion  dollars and 2.3 billion  dollars.	The UK markets  printed and eBooks amount to 2 billion  dollars and 2.3 billion  dollars.	semantics	Word_choice
A university can't predict how many women and men want to enter high school in these years.	A university can't predict how many women and men want to enter to High School in these years.	semantics	Verb_pattern
The Washington Dc system, opened in 1976, was 126 km long and had only 144 million passengers every year.	The Washington Dc system, opened in 1976, was 126 km in distance and had only 144 million passengers every year.	semantics	Word_choice
The amount of 26-40 years old people  quite stable, except sport and health courses: there  the amount of people of that age group  dramatically raed.	The amount of 26-40 years old people  quite stable, except sport and health courses: there  the amount of that group of people  dramatically raed.	semantics	Word_choice
The amount of boys is half in 2012 than in 2000.	The amount of boys is double time smaller in 2012 than in 2000.	semantics	Word_choice
The amount  eBook accounted for 1 billion  US dollars and it is forecasted that it will increase to 1.5 billion  US dollars.	The amount  eBook accounted for 1 billion  US dollars and it is forecasted that it will increase to 1.5 billion  US dollars.	semantics	Word_choice
The amount  eBook i accounted for 5.5 billion  dollars it 2014 and it is anticipated that it will rise to 8.5 billion  US dollars it 2018.	The amount  eBook i accounted for 5.5 billion  dollars it 2014 and it is anticipated that it will rise to 8.5 billion  US dollars it 2018.	semantics	Word_choice
The percentage number of online users of age group 18-29 about 22 percent.	The amount of online users of age group 18-29 about 22 percent.	semantics	Word_choice
The amount of overweight girls in 1985 and 1990 was larger than   boys': around 12-14 percent of girls and 11-12 percent of boys.	The amount of overweight girls in 1985 and 1990 was higher than   boys': around 12-14 percent of girls and 11-12 percent of boys.	semantics	Word_choice
The approximate percentage of male and female workers accounted for almost 15 per cent for males and 8 per cent for females, however in agriculture it is seen about 50 per cent of people.	The approximate percentage of male and female workers was almost 15 per cent for males and 8 per cent for females, however in agriculture it is seen about 50 per cent of people.	semantics	Word_choice
The approximate percentage of male and female workers was almost 15 per cent for males and 8 per cent for females, however in agriculture it made up about 50 per cent of people.	The approximate percentage of male and female workers was almost 15 per cent for males and 8 per cent for females, however in agriculture it is seen about 50 per cent of people.	semantics	Word_choice
The average maximum temperature in Rio de Janeiro is 30 celsius degrees and it is recorded in January.	The average maximum temperature in Rio de Janeiro is 30 celsius degrees and it is fixed in January.	semantics	Word_choice
The average time spent on sport commenced from 114,1 minutes at the age of 16-24 and ended up at the level of 10 minutes.	The average time spent for sport commenced from 114,1 minutes at the age of 16-24 and ended up at the level of 10 minutes.	semantics	Verb_pattern
The bar chart compares the average time that women and men in the UK spend on doing sport activities.	The bar chart compares the average time that women and men in the UK spend in doing sport activities.	semantics	Verb_pattern
The bar chart illustrates how much time English men and women spend on their sport activities.	The bar chart illustrates how much time English men and women spend for their sport activities.	semantics	Verb_pattern
The bar chart illustrates the number of school children who could not study\get education in primary school in 2000 year and 2012 year in the three regions and also compares the unstudy\get educationd boys and girls in numbers of millions.	The bar chart illustrates the number of school children who could not educate in primary school in 2000 year and 2012 year in the three regions and also compares the uneducated boys and girls in numbers of millions.	semantics	Word_choice
The bar chart illustrates the amount of time, which English women and men  spent on sport activities  2012.	The bar chart illustrates the amount of time, which English women and men  spent for sport activities  2012.	semantics	Verb_pattern
The bar chart indicates the percentage numbers of males and females involved in studying in certain types of higher education programmes in 1999 in Australia.	The bar chart indicates the amount of males and females involved in studying in certain types of higher education programmes in 1999 in Australia.	semantics	Word_choice
The bar chart indicates the proportions of obese Canadian girls and boys from the middle of 1980s to the middle of 2000s, while the table shows proportions of kids (of both genders) involved in regular physical activity in 1990 and in 2005).	The bar chart indicates the proportions of obese Canadian girls and boys from the middle of 1980s to the middle of 2000s, while the table shows proportions of kids (of both genders) involved in regular physical activity for 2 years (1990 and 2005).	semantics	Word_choice
The bar chart provides information about the book and eBook market in four countries in 2014 with a projection for 2018.	The bar chart provides information about the print and eBook market in four countries in 2014 with a projection for 2018.	semantics	Word_choice
The bar chart shows a percentage of unemployed people in different world regions during two years, 2014 and 2015.	The bar chart shows a percentage of unemployment in different world regions during two years, 2014 and 2015.	semantics	Word_choice
The bar chart shows data about the average time that men and women in England spent on sport activity in 2012.	The bar chart shows data about the average time that men and women in England spent for sport activity in 2012.	semantics	Verb_pattern
The bar-chart  shown number of boys and girls that have not chance to go to primary school and separates them by region and gender.	The bar-chart  shown number of boys and girls that have not chance to get to primary school and separates them by region and gender.	semantics	Word_choice
The bar chart illustrates the situation on the book market field for four different countries that was for 2014 and will be for the next four years.	The bar chart illustrates the situation on the book market field for four different countries that was in 2014 and will be in the next four years.	semantics	Verb_pattern
The bar chart illustrates that the most popular country for UK citizens in 1999 wso France with more than 10 million UK visitors, while Turkey wso not so popular with less than 5 million visitors.	The bar chart illustrates that the most popular country for UK citizens in 1999 was France with more than 10 million UK visitors, while Turkey was not as popular with less than 5 million visitors.	semantics	Word_choice
The benefits  appearing  more , and more multinational br, ands in many parts  the world outweigh the disadvantages  it , because it provides to customers products , and services of excellent quality , and , because  it small br, ands also have to have good quality in order to be able to compete of large br, ands.	The benefits  appearing  more , and more multinational br, ands in many parts  the world outweigh the disadvantages  it , because it provides to customers products , and services of excellent quality , and , because  it small br, ands also have to have good quality in order to be able compete of large br, ands.	semantics	Verb_pattern
The best way to solving them problem is tofering free entertainments, because every child pays attention to them and their parents allow them to use them chance, so children can spend much time.	The best way to solving them problem is tofering free entertainments, because every child pays attention to them and their parents allow to use them chance, so children can spend much time.	semantics	Verb_pattern
The best way to solve these problems would be to encourage people to do sports and decrease the time they spend in gadgets by means feeling  shame.	The best way to solve these problems would be encourage people to do sports and decrease the time they spend in gadgets by means feeling  shame.	semantics	Verb_pattern
The big difference which can be seen is that in Yemen the number of children will prevail over the number of children in Italy, where the biggest part of population is people from 15 to 59 years of age and of age people, who are more than 60.	The big difference which can be seen is that in Yemen the number of children will prevail over the number of children in Italy, where the biggest part of population is people from 15 to 59 years old and old people, who are more than 60.	semantics	Word_choice
The big difference which can be seen is that in Yemen the number of children will prevail over the number of children in Italy, where the biggest part of population is people from 15 to 59 years old and old people, who are over 60.	The big difference which can be seen is that in Yemen the number of children will prevail over the number of children in Italy, where the biggest part of population is people from 15 to 59 years old and old people, who are more than 60.	semantics	Word_choice
The biggest differentce between different people sexes is in South Asia in 2000, it is more than 10 times.	The biggest differentce between different children sexes is in South Asia in 2000, it is more than 10 times.	semantics	Word_choice
The biggest number of boys without access to primary school was in Africa in both periods of time.	The biggest number of boys without success to primary school was in Africa in both periods of time.	semantics	Word_choice
The disadvantages of food imported from outside the country exist too.	The disadvantages of food selling outside the country exist too.	semantics	Word_choice
The chance of getting killed in air crash is enormously lower than, for instance, attend a car crash.	The chance of dying in air crash is enormously lower than, for instance, attend a car crash.	semantics	Word_choice
The chance of dying in air crash is enormously lower than, for instance, in a car crash.	The chance of dying in air crash is enormously lower than, for instance, attend a car crash.	semantics	Word_choice
Tthat person chage ca be a reason for situation tthat personn tthat personre is no competition in applying for tthat person subject; if universities will accept tthat person predicted proportion for tthat person male ad female students; some for tthat personm ca take tthat person course just because tthat personre was a vacat place ad that person has got a needed sex.	Tthat person chage ca be a reason for situation tthat personn tthat personre is no competition in getting into tthat person subject; if universities will accept tthat person predicted proportion for tthat person male ad female students; some for tthat personm ca take tthat person course just because tthat personre was a vacat place ad that person has got a needed sex.	semantics	Word_choice
The bar charts below illustrate the percentage of students of different age getting a higher education for the career or their personal interest reasons.	The chart bars below illustrate the percentage of students of different age getting a higher education for the career or their personal interest reasons.	semantics	Word_choice
The chart demonstrates comparison (two periods) between some regions and absence of possibility to get primary education for children during two periods.	The chart demonstrates comparison (two periods) between some regions and absence of possibility for getting primary education for children during two periods.	semantics	Verb_pattern
The chart describes differences  the rate of post-school qualifications among australian men and wome  1999.	The chart describes differences  the rate of post-school qualifications among australian male amd female  1999.	semantics	Word_choice
The chart examines the  amount of time spent on sports by men and women.	The chart examines the  amount of time spent in sports by men and women.	semantics	Verb_pattern
The chart illustrates the number of childrenwho do not have access to primary education between 2000 and 2012 presented by their gender and region.	The chart illustrates the number of childrenwho do not have access to primary education between 2000 and 2012 dependently on their gender and region.	semantics	Word_choice
The chart illustrates the time that was spent on doing sport activities in England in 2012.	The chart illustrates the time that was spent for doing sport activities in England in 2012.	semantics	Verb_pattern
The chart describes\shows the data about boys and girls without access to primary education during the period from 2000 to 2012 in different regions.	The chart introduces the data about boys and girls without access to primary education during the period from 2000 to 2012 in different regions.	semantics	Word_choice
The chart presents data showing how much time men and women spend on sports in England in 2012.	The chart presents data showing how much time men and women spent for sports in England in 2012.	semantics	Verb_pattern
The chart provides the data for 2 periods: 2000 and 2012 and divided by gender.	The chart provides the data for 2 periods: 2000 and 2012 and shared by gender.	semantics	Word_choice
The chart provides the data showing that during 2012 women were more active at the age of 16-24, they spent 114,1 minutes on exercise.	The chart provides the data showing that during 2012 women were more active at the age of 16-24, they spent 114,1 minutes for exercise.	semantics	Verb_pattern
The chart provides information about the propotion of people living in cities and in the countryside of Europe were equipped with Internet from 1999 to 2004.	The chart provides information about how many people living in cities and in the countryside of Europe were equipped with Internet from 1999 to 2004.	semantics	Word_choice
The chart represents the information the information about different types of post-school qualifications in Australia according to gender in 1999.	The chart represents us the information about different types of post-school qualifications in Australia according to gender in 1999.	semantics	Verb_pattern
All in all,  chart shows that graduates with skilled vocational diploma, postgraduate diploma and Master's degree are men and in other spheres the keepers are women.	All in all,  chart shows that keepers of skilled vocational diploma, postgraduate diploma and Master's degree are men and in other spheres the keepers are women.	semantics	Word_choice
All in all,  chart shows that receivers of degrees of skilled vocational diploma, postgraduate diploma and Master's degree are men and in other spheres the receivers of degrees are women.	All in all,  chart shows that keepers of skilled vocational diploma, postgraduate diploma and Master's degree are men and in other spheres the keepers are women.	semantics	Word_choice
The chart shows the information about the total number of minutes (in billions) of telephone calls in the United Kingdom from 1995 to 2002 divided into three categories: local and national,international landline and mobile calls.	The chart shows the information about the total number of minutes (in billions) of telephone calls in the United Kingdom from 1995 to 2002 divided into three categories: local and national,international fixed line and mobile calls.	semantics	Word_choice
The charts below provide us with information about differences between the ages of inhabitants of Yemen and Italy in 2000 and in 2050 based on predictions.	The charts below provide us information about differences between the ages of inhabitants of Yemen and Italy in 2000 and in 2050 based on predictions.	semantics	Verb_pattern
The charts provide data about travel to and from the UK since 1979 to 1999 and about the most popular countries visited by the UK residents in 1999.	The charts provide data about travel to and from the UK since 1979 to 1999 and about the most popular countries among the UK residents in 1999.	semantics	Word_choice
The charts provide toformation about the number of visitors from the UK to other countries to the period from 1979 to 1999 .	The charts provide toformation about the number of visitors from the UK to other countries to the period from 1979 to 1999 .	semantics	Word_choice
The charts shows us that on arts and science courses the percentage of 26-40 years people is quite similar with the difference of 5 percent.	The charts shows us that on arts and science courses the percentage of 26-40 years people is quite same with the difference of 5 percent.	semantics	Word_choice
The children did not want to play on the tennis court and came only because they were asked to/forced to/made to by their parents.	The children did not want to play on the tennis court and came only because they were pressed by their parents.	semantics	Word_choice
The identical image of the houses will lead newcomers or people with topographical disorientation to be unable to orientate themselves in the city.	The identical image of the houses will lead that newcomers or people with geografical critinism will be unable to orientate themselves in the city.	semantics	Verb_pattern
The consistency of a pie charts slightly changed , but ay still have a common tendency.	The consistency of a diagrams slightly changed , but ay still have a common tendency.	semantics	Word_choice
The costs of plane tickets are rather low so almost everybody can afford it.	The costs of plane tickets are rather small so almost everybody can afford it.	semantics	Word_choice
The data from the USA demonstrates the dramatic decrease of this percentage: in 1995 it became half as big as in 1980.	The data from the USA demonstrates the dramatic decrease of this percentage: in 1995 it became double less as in 1980.	semantics	Word_choice
The data is given separately for girls and boys.	The data is separated for girls and boys.	semantics	Word_choice
The data showed that in Indonesia male workers constituted to 15% of the overall amount and that men in Australia made up 32% of the industry sector.	The data showed that in Indonesia male workers constituted 15% of the overall amount and that men in Australia made up 32% of the industry sector.	semantics	Verb_pattern
The detailed view on the diagram reveals to usthat more than a half energy consumption is used for heating rooms and water.	The detailed view on the diagram reveals usthat more than a half energy consumption is used for heating rooms and water.	semantics	Verb_pattern
The developed countries investhed approximathely 70 billion dollars in 2007: the funding remained fairly high over four years: in 2009 it atarthed to grow and peaked in 2011 at nearly 170 billion.	The developed countries investhed approximathely 70 billion dollars in 2007: the funding remained fairly high over four years: in 2009 it atarthed to grow and peaked in 2011 accounting for nearly 170 billion.	semantics	Word_choice
The development of children is ones of the most crucial problems as well as the hardest ones.	The development of children is ones of the most crucial thinks as well as the hardest ones.	semantics	Word_choice
The development of education in Africa, according to the chart, is not so fast, compared to South Asia, there is a slight change: 27,5% fall for boys (20 million to 14,5 million) and less than 50% for girls (23,7 million girls in 2000 to 18,2 in 2012).	The development of education in Africa, according to the chart, is not that fast, compared to South Asia, there is a slight change: 27,5% fall for boys (20 million to 14,5 million) and less than 50% for girls (23,7 million girls in 2000 to 18,2 in 2012).	semantics	Word_choice
The diagram gives information about average time that the British spent doing sport and keeping fite in 2012.	The diagram gives information about average time that the British spent doing sport and exercise in 2012.	semantics	Word_choice
The diagram provides information about quantity of youngsters who didn't study in primary school at age five.	The diagram provides information about quantity of youngsters who didn't study in primary school in five years.	semantics	Word_choice
